Name	C1						
HAT1	0.662246829						
EXOSC10	0.597924228						
PPP2R3C	0.50970779						
SCGB1A1	0.021488392						
MSH2	0.802316566						
CAMK2N1	0.332180112						
ATP6AP2	0.679300994						
ZFAND5	0.630776544						
AGRN	0.193503421						
KCNJ2	0.097560649						
RYK	0.618308455						
NKX2-1	0.569433017						
UBR5	0.709679035						
TRAM1	0.597585682						
LSM4	0.817184095						
TXN	0.789488584						
PJA1	0.688189214						
KIAA1919	0.197538176						
ZNF550	0.391297883						
KRT2	0.015096371						
ZBTB39	0.486074982						
CALR	0.822548307						
ZNF275	0.37999387						
FGD1	0.502053677						
C5orf22	0.501005563						
GTF3C2	0.68520777						
DCAF15	0.649363616						
POLR2E	0.809362459						
ZYG11B	0.426519297						
PHF23	0.492521634						
HBP1	0.338853451						
PIK3C2A	0.500347768						
SH3GLB2	0.678173133						
PRPF6	0.750639611						
CYB5R3	0.682758587						
CALCRL	0.10391578						
PPP5C	0.782274012						
HOMER3	0.136958379						
CTNNA1	0.598783663						
KIF22	0.769281966						
WBSCR16	0.45152914						
CLPTM1	0.678626306						
LARS	0.739655445						
SECISBP2L	0.350276225						
RHBDD2	0.713094634						
SRPR	0.733000878						
MPDU1	0.579367085						
NAB2	0.293283588						
VASP	0.419471205						
ERLIN1	0.485484617						
ING5	0.436611672						
ERBB2	4.30E-10						
DAPK3	0.602988744						
HM13	0.597271573						
MED20	0.473707373						
BPNT1	0.531410617						
LOXL2	0.175929388						
ZNF652	0.33186891						
ELF1	0.211417235						
SORBS3	0.22064155						
MGLL	0.135693396						
KRT8	0.474777911						
C9orf80	0.552639876						
CBLB	0.321073356						
NSMAF	0.455251599						
ARHGAP1	0.530770083						
ELL	0.269183491						
ANK2	0.542488						
NDRG2	0.193089329						
EHBP1	0.52893041						
VGLL4	0.281665099						
ZNF641	0.222078585						
MARK2	0.512022997						
JAM3	1.005147721						
INPP5B	0.27906259						
ANO3	0.072642587						
HPCAL1	0.378297548						
SOX4	0.846074727						
TAGLN2	0.65711253						
AP3D1	0.750706431						
ST7L	0.218235596						
WDR6	0.766481717						
DHX34	0.399449015						
UNC93B1	0.035888019						
ELP3	0.465459637						
C1orf144	0.567009544						
DHX9	0.814972235						
UNC5B	0.585547872						
SHC1	0.554659926						
RC3H2	0.600003162						
GATC	0.144175427						
TRAK2	0.413313123						
GTF2F1	0.731886424						
ZC3H18	0.687057173						
TMEM9	0.670111683						
APH1A	0.761609835						
KLHL22	0.368981345						
IL17RC	0.139156683						
HSF1	0.581588984						
PIK3CB	0.267404625						
GTF2I	0.804774756						
TBX1	0.182894386						
TOLLIP	0.366531793						
INO80B	0.506352145						
NR4A2	0.139443385						
DDX42	0.774694887						
DNAJB14	0.295782169						
RANGAP1	0.701521621						
SLC25A37	0.318616035						
WDR59	0.435205445						
SLC12A4	0.162633377						
EPS15	0.431411998						
ACOT8	0.490418749						
ARF1	0.808847494						
PTPRA	0.729725035						
GLT8D2	0.109272541						
LMO7	0.297519875						
POMGNT1	0.454602436						
ERC1	0.445815304						
ZNF711	0.856488279						
AURKAIP1	0.653761307						
XIAP	0.448284571						
EML4	0.698000914						
NUCKS1	0.821958932						
UBTF	0.751225224						
MGAT2	0.59497006						
CLCN5	0.382482517						
VARS	0.739950835						
TMED4	0.721918127						
TTC28	0.39061523						
FAM171B	0.546036987						
ATP5S	0.257156652						
SERINC1	0.778152658						
CWF19L1	0.38252059						
P4HB	0.808954316						
CCDC50	0.540000295						
FAF2	0.547883274						
EZR	0.742994514						
DSTYK	0.321731997						
TUG1	0.786150055						
COL5A2	0.13115582						
ZNHIT2	0.371852597						
PTPN11	0.746864887						
DNAJB12	0.273768711						
CRNDE	0.394196739						
CLIC4	0.731810425						
GRN	0.690712386						
ZNF71	0.480195138						
EIF5A	0.810256612						
BCL2L1	0.615192213						
ZNF425	0.12039764						
HNRNPUL2	0.749778145						
HIST1H1C	0.528405028						
STAT6	0.03499806						
TRABD	0.571897594						
UBE2W	0.301026938						
FAF1	0.600449234						
KLHDC3	0.818431346						
IRAK1	0.736448807						
LATS2	1.26E-21						
C19orf6	0.750577374						
PRKCSH	0.805743301						
FKBP8	0.791219728						
SLC25A36	0.627223449						
SNX27	0.461773415						
LNPEP	0.27363835						
TLE4	0.306580817						
ATAD1	0.538359378						
ZFYVE1	0.308373212						
P2RX4	0.193086426						
ACAN	0.010474337						
BSG	0.811232385						
SLC25A13	0.589985096						
PCGF1	0.462899019						
GNG12	0.258348114						
RASAL2	0.251150195						
PIKFYVE	0.446889893						
C19orf54	0.457161616						
ARNTL	0.336975079						
APOE	0.199940775						
TMEM165	0.48460005						
HNRNPU	0.822804925						
RGS16	0.803665414						
SCYL2	0.537737774						
BRD2	0.80549083						
BAIAP2	0.247455394						
EDEM3	0.541804826						
MOSPD2	0.234418076						
MAP1B	1.019584977						
SRRM2	0.79571836						
FBLIM1	0.243736953						
PTMS	0.821859392						
CPNE8	0.098800618						
CAPRIN1	0.77241883						
FNTB	0.205014538						
EPRS	0.740099902						
USP42	0.392496856						
SRRT	0.790601413						
FAM129A	0.238678688						
ACAD10	0.307351477						
MCM3AP	0.611852326						
LRP6	0.476467166						
IFT74	0.344581749						
LRIG2	0.269084079						
BCLAF1	0.749998689						
NIPAL3	0.353883532						
CES3	0.174834986						
KLHL20	0.381766637						
HECTD1	0.616205811						
YTHDC2	0.361187065						
CSGALNACT2	0.43600308						
HHLA3	0.21809394						
ENSA	0.782038276						
CD55	0.177541657						
BRD4	0.585960317						
SOS2	0.482590721						
CC2D1A	0.541765993						
MAZ	0.822924526						
MIB1	0.699655354						
COL4A3BP	0.345803676						
DDX17	0.789325824						
PRKACB	0.506715707						
MED16	0.611977129						
NFKB2	0.047939777						
BCAT1	0.466359912						
SDF4	0.570914197						
GON4L	0.521661478						
TAF6L	0.520308576						
RBMS1	0.246573666						
AHCTF1	0.578493709						
QSER1	0.562562566						
CLEC11A	0.100947327						
RAB5A	0.409512115						
RRP12	0.411470853						
TPP1	0.427991395						
MAPK14	0.476675175						
ZNF19	0.124171989						
DDX11	0.708898967						
NAT8L	0.417625319						
NEK6	0.171291227						
HNRPDL	0.817480626						
IGF2BP3	0.517994848						
ARSB	0.196971765						
METTL13	0.606710098						
FADS2	0.927495265						
KIAA0182	0.854007639						
CD63	0.747645482						
TEAD4	0.24318183						
VPS13A	0.407691233						
SLC25A1	0.591728526						
CALML4	0.293758021						
TOMM22	0.735286478						
IMP3	0.578873389						
ASTN2	0.324847109						
AP1M1	0.693536608						
IDH3A	0.443636683						
ZNF642	0.331914957						
C10orf12	0.233979295						
DCAF7	0.814761387						
WDR67	0.361434109						
TLE2	0.505817663						
RRP8	0.260492799						
MRPL18	0.716755284						
RASSF5	0.289238968						
TRMT112	0.763730467						
SLC39A13	0.330147635						
CNOT4	0.28584964						
KERA	0.00849041						
XYLT2	0.185987559						
TOPBP1	0.7685137						
PAPD5	0.227033319						
JAM2	0.239227376						
PAXIP1	0.489152567						
TRPT1	0.592676153						
SLC44A2	0.41537369						
SLC35E1	0.340021502						
SSRP1	0.825319438						
WDR76	0.616388661						
FUT11	0.18722597						
KCNJ4	0.229497953						
STX8	0.246923707						
CAPN2	0.429712243						
DCBLD1	0.211696992						
PPP4R1	0.6072256						
CIAPIN1	0.675362062						
DDX55	0.618644205						
GLCCI1	0.721248553						
BMP7	0.241462326						
BRCA2	0.256468981						
ATP7B	0.243163779						
FBXO3	0.313443302						
LBR	0.790854995						
SH2D5	0.137666236						
COL18A1	1.31E-15						
DKK1	0.043627065						
WRNIP1	0.608346338						
PRKCD	0.182914727						
SPAG5	0.769705406						
PILRB	0.572978005						
CD99	0.133672206						
DIAPH1	0.667173708						
PIGF	0.349359311						
ZNF792	0.147243442						
SLC29A2	0.435401453						
DLL3	0.768975236						
MRPL43	0.567045238						
CARS2	0.473838803						
GNAS	0.804224865						
AMACR	0.354391944						
SAP30L	0.327891095						
TMEM117	0.158684746						
PSMB7	0.767563288						
FANCG	0.685374647						
ZDHHC12	0.358385443						
RMI1	0.620437197						
HEATR3	0.407626763						
CKAP4	0.633675859						
MPHOSPH6	0.515164768						
RHBDF1	1.53E-21						
LRP4	0.377072406						
PIM2	0.297136999						
SUCLA2	0.531290038						
FAM40B	0.277266239						
ATP5J2	0.671444106						
GALNT10	0.128217654						
SLC4A2	0.568840322						
PLA2G3	0.264949484						
ACOX3	0.209290763						
RFX2	0.25875584						
CCND2	0.111023744						
TSEN54	0.611879758						
PEX6	0.509447983						
LPHN1	0.717056596						
SERAC1	0.316936889						
KATNAL1	0.383352492						
DUSP9	0.063830579						
ZNF500	0.292593497						
NXN	0.324693208						
MCM3	0.821005257						
C10orf137	0.472307398						
TUSC2	0.40159659						
CASP2	0.664297226						
SOD2	0.569479165						
C2orf29	0.585849385						
MLF1IP	0.738826891						
GJC1	0.465704799						
SS18L1	0.656848204						
ALKBH4	0.500821927						
KCNQ2	0.414518336						
TRPC4	0.065373757						
CENPA	0.596618356						
SOBP	0.405161426						
ARHGAP11A	0.70407855						
KIAA1161	0.152649032						
DENND2C	0.030347454						
PRDM15	0.292661855						
RBM6	0.649318602						
PCGF3	0.632511956						
AK2	0.66275931						
CENPM	0.624771098						
AQP11	0.161977467						
SFPQ	0.815747844						
IMPAD1	0.555838126						
CDCA2	0.511730987						
GALE	0.192304427						
CCDC85B	0.430131506						
GEMIN6	0.399333957						
EMP2	0.330692812						
HIP1	0.519419612						
UCP2	0.732488714						
ARAP2	0.083690499						
EVL	0.645473096						
NPHP4	0.300153774						
VCP	0.799884941						
KIAA2022	0.223316266						
TMEM54	0.309587698						
ROMO1	0.786760446						
CCDC69	0.023127627						
CCDC117	0.477262925						
INA	0.929693888						
P4HA1	0.293008905						
PIF1	0.42244001						
TRAPPC4	0.570356707						
KCNJ12	0.139297765						
ANKRD34A	0.140772254						
E2F8	0.320022656						
SYNGR3	0.245371802						
FARP1	0.552578665						
NBL1	0.112835932						
CCDC107	0.358228954						
AUTS2	0.685288113						
SNRPD2	0.819849435						
GLDC	0.28571292						
ZMYND19	0.597201598						
TCEB3	0.668277046						
RQCD1	0.701652222						
INPP5A	0.18079335						
SRI	0.587065759						
SHQ1	0.256160525						
PIAS3	0.507307776						
DDX41	0.59355869						
ZNF514	0.302709274						
NCOR1	0.574445881						
CD9	0.20727367						
VKORC1	0.123385337						
C3orf39	0.396982256						
CPSF6	0.766815715						
MRPS34	0.731436502						
NECAB3	0.47647088						
CTXN1	0.667214678						
CENPV	0.936273597						
UHRF1	0.733495395						
SLC35D1	0.206420843						
STRADB	0.382528204						
GPR161	0.314563067						
POLE4	0.349173499						
SMC6	0.548729751						
SAC3D1	0.287164725						
RALBP1	0.605880813						
C12orf75	0.623301005						
PPME1	0.731663341						
CEP72	0.47515572						
LRCH3	0.387892217						
ANKFY1	0.479673915						
NINL	0.588370213						
NFE2	0.01383934						
TAP1	0.063176613						
ZFP64	0.284465504						
FANCM	0.256052127						
VASH2	0.381121647						
PSME3	0.736201929						
BIRC6	0.531504602						
TUSC3	0.725515965						
BCKDK	0.440257689						
PGM2	0.414628345						
TMEM14A	0.72201456						
CSK	0.574693622						
ENAH	0.74608869						
AHCY	0.793282403						
NDUFA1	0.809763856						
PDCD5	0.761444897						
ZNF407	0.295303106						
EVC	0.189562699						
TRIM45	0.274132122						
PNKD	0.227178577						
DEF8	0.402661551						
MPRIP	0.593789511						
BLMH	0.815832162						
DEXI	0.389601335						
SLBP	0.768359497						
FANCA	0.606047193						
MFSD5	0.286389855						
PPP1R9B	0.518756342						
SLITRK5	0.259227548						
TCF19	0.660688833						
ROR2	0.255426199						
C2CD2	0.139339837						
ANAPC5	0.737810704						
SESTD1	0.50511284						
CDK2	0.621175418						
SIX2	0.560825309						
SLC22A5	0.157259685						
SEZ6L2	0.742114799						
TBCB	0.778831274						
GNAL	0.086557657						
MCM4	0.807595058						
BGLAP	0.129183534						
SYS1	0.313447275						
MTA1	0.736788567						
CHD8	0.690452711						
BACE2	0.048258634						
FBXO9	0.506324667						
BAG1	0.493132366						
CSPG4	0.047307746						
C1orf212	0.290253468						
GATAD2A	0.565972059						
TMEM93	0.276884785						
LAMP1	0.743852074						
NAGPA	0.113514156						
CNN3	0.76413546						
CASP8AP2	0.502859021						
C1orf174	0.32454712						
TXNDC17	0.431576243						
FAM13A	0.362361594						
TESC	0.352672993						
RHOF	6.08E-21						
PLOD1	0.328923122						
MRPL39	0.630214842						
CARHSP1	0.696360805						
LMNB1	0.829477155						
RNF38	0.552724646						
PLEKHO1	0.561154122						
NEURL4	0.558501757						
NFATC2IP	0.600524252						
SLC25A4	0.728080938						
SMG7	0.740802477						
SF3A2	0.807948513						
CFDP1	0.612286396						
LRP8	0.51713183						
MEST	0.704374433						
ZBTB42	0.161621192						
SPSB1	0.074849453						
DFFB	0.274964241						
BCR	0.474814299						
BCAS4	0.187372009						
KLC1	0.543182096						
MAP2K4	0.431070201						
HP1BP3	0.767799277						
HCFC1	0.767849096						
SEPHS1	0.676413361						
C17orf85	0.556845508						
S100A2	0.085067806						
PKM2	0.820603086						
TCP1	0.810306075						
PFKFB4	0.201849685						
KIF14	0.568037596						
PTMA	0.828561008						
CACNB3	0.48126618						
NADSYN1	0.193819248						
AIF1L	0.287304363						
SLC2A4RG	0.427840126						
LMBR1	0.515014711						
CCDC85C	0.337665936						
ARPC4	0.627675521						
CLK2	0.689744686						
CMPK2	0.190469198						
ARIH2	0.528041828						
TRA2B	0.806440016						
CHD1L	0.678105309						
SMARCA4	0.850182154						
NLE1	0.469195522						
USP21	0.58458437						
NDUFS6	0.717110863						
CRLS1	0.362711454						
ACTN1	0.560271955						
SCRN1	0.736159232						
ZNF292	0.486462416						
SLC23A2	0.537276655						
TNRC6A	0.577473633						
MAP6D1	0.31604343						
INF2	0.417535866						
CTSL2	0.318502453						
ZNF607	0.346808593						
HAUS8	0.581392751						
CENPF	0.809080127						
IGFBP6	0.018085585						
ATP8B3	0.026018383						
ALKBH5	0.661422878						
KISS1R	0.174143717						
RABGAP1	0.536738557						
CLDN23	2.09E-21						
TOM1L2	0.265387386						
SNRPN	0.217666017						
NTHL1	0.613662452						
HADH	0.681855055						
FLT4	0.104539647						
C2CD3	0.429660235						
EIF4A3	0.798817652						
CCDC88A	0.602836067						
PGAM1	0.709916224						
POMZP3	0.422546427						
C2orf44	0.493735556						
SNCG	0.127746463						
ZNRF1	0.338439925						
ZC4H2	0.239972326						
TFDP1	0.788609371						
CDK5R1	0.664396452						
TARDBP	0.794830827						
TATDN2	0.516506304						
ADAMTSL4	0.044755534						
ATP5G3	0.673794661						
MCM7	0.835697104						
BAG4	0.399309468						
CDC7	0.714272525						
VANGL1	0.210990892						
PREP	0.582684677						
FAM189B	0.5748402						
MRPL4	0.632124965						
CCS	0.404423764						
CC2D1B	0.316534353						
POLR3G	0.291217683						
BLVRA	0.537142355						
NFS1	0.313982086						
C4orf3	0.573557221						
ATG16L2	0.220083644						
TMEM52	0.110273759						
TET1	0.29414461						
TRAF4	0.597075241						
DHRS11	0.294903511						
FAM105B	0.41392811						
MAP4K4	0.755534288						
DIRAS1	0.59931772						
BAZ1A	0.657653509						
PTRF	4.24E-08						
TMEM44	0.344416304						
RAP2C	0.339704268						
EFCAB4A	0.148465938						
TRIM55	0.07163159						
ARL2BP	0.606784194						
MPI	0.357120317						
GEMIN4	0.436920238						
DRAP1	0.747413664						
RNF34	0.612500793						
C7orf60	0.284134672						
MAEA	0.583145993						
CDKAL1	0.605726121						
CELSR1	1.04E-07						
POLR2G	0.744027144						
LIPA	0.249294771						
AHSA1	0.768412713						
DFFA	0.519060509						
NDE1	0.541490582						
PDSS1	0.304608871						
EPOR	0.366752714						
SNF8	0.626206032						
ACAD9	0.53187877						
INPP5F	0.348189684						
TBC1D2B	0.322128267						
LPCAT1	0.725574207						
CCDC109B	0.396689644						
EGLN1	0.319403663						
BIRC3	3.13E-21						
RBM17	0.527586903						
C16orf13	0.577393697						
DLX1	0.485661079						
PTPRF	0.617517345						
PHC1	0.620599762						
GORASP1	0.239347053						
ZNF689	0.361868398						
DCAF5	0.526341737						
SLFN11	0.339975383						
CHAF1A	0.775181711						
AMOTL1	0.66673795						
KCMF1	0.498962068						
NRGN	0.343606872						
GEMIN5	0.455962946						
POLR3K	0.622915789						
TIMP2	0.584544669						
HPSE	0.329787991						
SMS	0.77721265						
C22orf29	0.36653919						
WEE1	0.631934025						
TBC1D4	0.429337502						
EIF2AK4	0.28753797						
TPM1	0.427300932						
MAPK12	0.556776253						
ZCCHC3	0.626081011						
RNF8	0.367022452						
C1orf112	0.366599933						
GSTT2	0.411906755						
TWIST2	0.013418637						
HECTD3	0.463879283						
PSEN2	0.315281924						
MUM1	0.610752162						
NDUFS3	0.659189031						
SUV39H2	0.398463537						
CENPI	0.416792526						
NEIL2	0.34675878						
OXTR	0.112318266						
CASKIN2	0.415653057						
SPTBN1	0.689806387						
RNF40	0.701576643						
ALG6	0.287383032						
BAD	0.49201638						
NF2	0.3448471						
KIAA1524	0.594885088						
EPB41L2	0.05248016						
SP3P	0.057237546						
NUP85	0.660076013						
RUNX3	0.200800263						
ITPKB	0.175819095						
TOMM5	0.230787398						
C19orf53	0.736005135						
COBRA1	0.73094575						
CLIP2	0.409769793						
C4orf47	0.077864245						
MTCH2	0.702336696						
NME4	0.61785537						
HRAS	0.648380342						
PCSK1N	0.715186676						
TMEM48	0.615008219						
ESPL1	0.605510164						
PRDX3	0.725764463						
SCFD2	0.399008138						
C1orf51	0.317130595						
APEX2	0.516002844						
ASF1B	0.733935284						
CDC14B	0.224591573						
KIF15	0.546763146						
PAQR7	0.17670199						
TANC2	0.489887828						
CBR1	0.531228355						
MAP7D1	0.672083032						
RNF144A	0.578094899						
CAMK2G	0.367520557						
ADCY3	0.487644516						
SCCPDH	0.650833743						
PPID	0.616838743						
DENND4B	0.657565031						
ZDHHC6	0.527637563						
AADAT	0.43742843						
SNX11	0.490190026						
MLL2	0.607612268						
PPP2R2C	0.293302518						
ELAVL1	0.72428045						
TMX1	0.713428412						
AXIN2	0.367275153						
RRP7A	0.555711507						
RPA2	0.768641656						
RANBP9	0.664646175						
ROCK2	0.42854224						
ENDOD1	0.076550643						
RRP15	0.410589508						
POLR2F	0.444766904						
PFKFB3	0.288628611						
C12orf68	0.160813436						
UBE2C	0.814301451						
ZNF684	0.246749522						
FKBP4	0.787888765						
TNFAIP8L1	0.317891028						
BICD2	0.475561995						
SMYD3	0.481086606						
YY1	0.652177744						
XRCC1	0.706451194						
C15orf29	0.295782732						
CLSPN	0.650249991						
GFPT2	0.069225023						
NPR2	0.254065715						
IVD	0.497214587						
PSMG3	0.644276514						
PSPC1	0.696896621						
C16orf53	0.760736623						
WHSC1	0.706418809						
WSB1	0.672489971						
RASSF4	0.164929014						
ATOX1	0.155710939						
SLC35E4	0.15771614						
PLK4	0.549382626						
MDK	0.88085048						
DOCK1	0.132580028						
SEMA4D	0.280102208						
EMD	0.712626674						
RAF1	0.710017758						
MLXIP	0.541643668						
LUC7L	0.646479253						
MARCKSL1	0.888016521						
SPG21	0.542297885						
CIAO1	0.710599892						
ARHGAP22	0.11802655						
ATP6V0E1	0.588582208						
DZIP1	0.539693138						
RTF1	0.620148151						
METRN	0.130362644						
PATZ1	0.665297908						
DMD	0.145040176						
SMCR7	0.163388329						
STOX2	0.2377911						
KIAA0895L	0.691133076						
NAGA	0.421420671						
NCKIPSD	0.417237407						
KIAA1549	0.573719356						
NCOA6	0.600600659						
B4GALT6	0.330984419						
ARHGAP17	0.512274074						
VOPP1	0.639866307						
NRTN	0.252037156						
SLC44A1	0.393608564						
LSG1	0.669220408						
PAQR4	0.456639954						
CD81	0.609731688						
ABCF1	0.75828281						
C20orf3	0.749093906						
MRPS2	0.581240002						
TPM3	0.74606146						
TYK2	0.535950403						
UGCG	0.334189435						
POLQ	0.326514681						
MRPS27	0.571767166						
ZNF346	0.33673194						
MBD5	0.188065507						
TOR3A	0.473613177						
MPP2	0.406127734						
CTDSPL	0.167876852						
KDM2A	0.558838852						
BAX	0.690482884						
RNASEH2A	0.813180061						
MICAL3	0.120410439						
ASRGL1	0.70268355						
SNRPD1	0.811166244						
CDCA4	0.655042158						
UBE2L3	0.71252285						
CCDC77	0.573013791						
AKR7A3	0.192471778						
FAM57A	0.435162043						
TLE1	0.34638717						
MTFMT	0.288844495						
FLOT1	0.763758636						
TTC38	0.247041811						
IFI44L	1.08E-20						
TSPAN5	0.471943189						
MYEOV2	0.459452675						
SPOCK2	0.244331094						
MAPK7	0.474708408						
EME1	0.505749521						
MTPN	0.813414162						
FAM134A	0.607282189						
SIVA1	0.706102746						
BRCC3	0.540972775						
MRPL41	0.529808615						
FBLN1	0.341459439						
TNIP1	0.338097323						
RAB26	0.304056991						
PRR14	0.514521458						
ACTB	0.825900792						
SLC6A8	0.44460689						
TMEM170B	0.41852591						
PLEKHA8	0.285613733						
ERAL1	0.702236647						
RAB15	0.511429629						
IFI30	0.458140824						
SPEN	0.650716585						
ERGIC1	0.343893337						
AARS2	0.520521536						
GRPEL1	0.477397714						
CPNE2	0.357046704						
ELOVL2	0.60068954						
HPCAL4	0.249844232						
USP37	0.433814122						
SNRPF	0.787042892						
CA12	9.57E-20						
NENF	0.587418457						
C20orf20	0.574584291						
C9orf116	0.175556198						
PARP16	0.306454603						
FAM108C1	0.266856454						
RIC8A	0.626104243						
RER1	0.486609656						
PLXNC1	0.237612704						
KCTD11	0.048082283						
WIF1	0.102629196						
VWA1	0.142794417						
PPP1R3C	0.140701871						
MPP1	0.515383366						
DMPK	0.64594963						
UAP1L1	0.292475587						
FBXO11	0.658798447						
TSR1	0.679876728						
GPN1	0.682199224						
CHST14	0.440482763						
PSMB6	0.775645558						
EGFLAM	0.137959229						
TMTC2	0.339957179						
ANKRD54	0.403136104						
CDS2	0.472834913						
CFL2	0.553013468						
TPM2	0.169517391						
PFKP	0.620826755						
TRAK1	0.38966732						
SYNJ2	0.291892888						
HSPH1	0.772920565						
NEIL3	0.344729073						
SLC26A6	0.227721483						
POLA1	0.637819976						
MAGI1	0.320961139						
PACS2	0.579330565						
MRPL27	0.491540465						
LSM2	0.721406522						
PIM1	0.647207331						
UQCRQ	0.745655852						
UROS	0.266628739						
HEATR2	0.480209988						
GTPBP1	0.660489167						
KPNA3	0.559323475						
HSBP1	0.670377525						
TRAPPC2L	0.456679359						
AURKA	0.676587082						
MAP1S	0.576675189						
IKBKB	0.364554821						
ILKAP	0.63871528						
UBE2I	0.614683978						
EML6	0.38096462						
STBD1	0.081188193						
KIFC1	0.780161665						
EIF2C1	0.532489959						
RERE	0.644516176						
TIGD3	0.28115222						
PARD6A	0.452275983						
UBN1	0.590078578						
PLCG1	0.731849475						
PLXNB2	0.638034538						
PPP1R13L	0.059456113						
UNC13A	0.821096161						
CHCHD4	0.317578029						
SLC25A11	0.715334109						
SKA3	0.544299045						
SCO2	0.551813118						
FREM2	0.20293376						
SLC16A3	0.056153769						
HERC2P3	0.457547104						
ATP6V0C	0.007826598						
WRAP53	0.416949544						
NRXN1	0.353443557						
FGB	2.88E-21						
EED	0.386557731						
C11orf87	0.084123533						
GDI1	0.854324661						
HJURP	0.689360435						
NDUFS5	0.823475474						
F12	0.243927714						
DHRS13	0.609147031						
RNF208	0.376730333						
ADCY6	0.29068005						
IFI27	0.028176509						
ANKRD39	0.529773565						
LIMCH1	0.517295194						
VANGL2	0.744668408						
CEP78	0.446464203						
POLDIP2	0.690395266						
FTSJ2	0.657372847						
MRPS18C	0.55654651						
SORD	0.543002425						
RAB8A	0.664852306						
PPP2R1B	0.440549553						
PARVB	0.168159242						
PDXP	0.277437145						
CCDC137	0.66850723						
BCL9	0.511292764						
CNTLN	0.297122807						
IQGAP3	0.587547953						
ZNF273	0.234148264						
TNIP2	0.310689961						
TMEM39B	0.436288081						
TMEM158	0.190389815						
CECR5	0.678882921						
PPIF	0.690361415						
HN1L	0.745670914						
ITPR3	0.405402819						
TMEM107	0.326732211						
TCOF1	0.604728607						
MRPL52	0.599190342						
SPR	0.42963796						
BIRC5	0.801217446						
NUP214	0.545494024						
NT5DC2	0.8105025						
ADPRHL2	0.588404133						
RBPMS2	0.069806052						
FAM162A	0.566082672						
GGA2	0.603707729						
MAP3K4	0.499084178						
NAAA	0.22865102						
SMO	0.225296114						
RANBP1	0.755213888						
ATRIP	0.276025915						
GSTP1	0.704181049						
POLR2I	0.787253716						
UPK1A	1.99E-06						
RDH13	0.202757725						
ANKRD16	0.217582105						
DMRT2	0.141275301						
RNF213	0.312275887						
GPRIN1	0.577091604						
ABCA3	0.730471626						
ACTN3	0.055270444						
DDX51	0.557791962						
TMSB15B	0.338050258						
CXCR4	0.587872902						
SAP30	0.668830939						
EIF4H	0.812360647						
PPFIA4	0.267322959						
PSRC1	0.648519339						
BOLA3	0.614111937						
FAM46B	0.066128951						
LAYN	0.260744635						
SYNCRIP	0.768012359						
SPG7	0.445859051						
VMO1	0.102838068						
EPHA7	0.435634356						
POLE	0.656957778						
C3orf32	0.072128755						
FOXM1	0.794694038						
ARHGDIA	0.811230474						
ANGPTL4	0.031021402						
KLHL26	0.30873963						
MED22	0.453584401						
MAB21L1	0.366299973						
ANKLE1	0.245924823						
JAG2	0.578565178						
TMEM97	0.692959104						
UCKL1	0.60982863						
CCNF	0.653366859						
MKI67	0.763632079						
SLC25A18	0.056959345						
MYLK	0.081963889						
CGN	0.180237996						
S1PR5	0.100788208						
PSMB5	0.785977083						
ZNF788	0.043866841						
C15orf42	0.400289746						
MANEAL	0.788455063						
SIN3A	0.546635444						
CA8	0.388640702						
EPHA3	0.164999694						
WWTR1	2.49E-21						
RAB35	0.565723277						
STK4	0.433508378						
FOLR1	1.57E-16						
TPM4	0.722671702						
TNMD	0.015843413						
GAS2L1	0.07801541						
FNDC3A	0.522357848						
MPPED2	0.128770686						
UHMK1	0.578939952						
SMAD6	0.095148607						
MOV10	0.312106001						
CYP1B1	0.031303334						
CANT1	0.604677547						
DCAKD	0.666380209						
FAM3C	0.539965004						
TOX	0.738686977						
TYRP1	0.070340283						
PML	0.175104289						
EHMT1	0.564520521						
MYL12A	0.663170624						
IL6ST	0.25779311						
PHYHIPL	0.588835776						
AGAP3	0.612083292						
HMG20B	0.560465115						
NOL6	0.576508304						
ATP2A2	0.786729642						
PSMB2	0.759445778						
TEX261	0.689455913						
CD164	0.687968754						
CCDC64	0.56073387						
MYL7	0.032567839						
SOX2	0.677205982						
SYNJ2BP	0.607495831						
GRIK2	0.332582466						
ARFGAP1	0.543847984						
NEXN	0.026074223						
NUP210	0.718116595						
MCTP2	0.102819939						
RGS20	0.074638204						
TMEM132A	0.604905954						
FAM19A5	0.486201112						
BASP1	0.711396785						
DTD1	0.654813756						
TUBBP5	0.083543665						
PDE9A	0.294406476						
PCTP	0.129504779						
CDC42BPB	0.634301909						
TEF	0.365277238						
ATP11C	0.458944196						
RCBTB2	0.291659894						
SART3	0.708128393						
IQCE	0.322843079						
RFX7	0.528521075						
NCALD	0.390553978						
BAHCC1	0.420619552						
ACAT1	0.478982444						
ENO2	0.946696205						
TMEM35	0.332453938						
SHOX2	0.200078913						
PDE4A	0.170325761						
BCOR	0.720346963						
HOXB7	0.258584986						
FGD5	0.036148387						
TMEM126B	0.543187582						
PAQR9	0.12049149						
5-Sep	0.708533777						
EDARADD	0.148410518						
MERTK	0.138056704						
ZNF395	0.145226093						
DCLK1	0.375361417						
S100A6	0.479861823						
CXorf57	0.410843125						
NCOR2	0.657466623						
MIA3	0.527657937						
KIAA1609	0.214784534						
MYO5C	0.166471092						
NFIA	0.239597849						
DNAJC15	0.092068467						
FAM59A	0.277423469						
MGST1	0.140905978						
SLC35F2	0.391913241						
PRPF40B	0.285384993						
GALNT7	0.390568634						
